"","week","treatment_id","experiment","click_sum","week_fac","prob_based","exp_factor","click_ind","country"
"3601",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"36031",3,4,2,0,"week  3","prob_email","2",0,"US"
"36071",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"36092",3,4,2,0,"week  3","prob_email","2",0,"US"
"36141",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"3615",3,6,2,0,"week  3","rel_prob_email","2",0,"US"
"36162",3,5,2,0,"week  3","prob_email","2",0,"US"
"36252",3,1,2,0,"week  3","no_email","2",0,"US"
"36281",3,4,2,0,"week  3","prob_email","2",0,"US"
"36331",3,3,2,0,"week  3","no_prob","2",0,"US"
"3636",3,1,2,0,"week  3","no_email","2",0,"US"
"36461",3,3,2,0,"week  3","no_prob","2",0,"US"
"36492",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"36522",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"3654",3,6,2,0,"week  3","rel_prob_email","2",0,"US"
"36572",3,4,2,0,"week  3","prob_email","2",0,"US"
"3662",3,1,2,0,"week  3","no_email","2",0,"US"
"36662",3,1,2,0,"week  3","no_email","2",0,"US"
"36671",3,1,2,0,"week  3","no_email","2",0,"US"
"3670",3,1,2,0,"week  3","no_email","2",0,"US"
"36741",3,4,2,0,"week  3","prob_email","2",0,"US"
"36801",3,1,2,0,"week  3","no_email","2",0,"US"
"36832",3,6,2,0,"week  3","rel_prob_email","2",0,"US"
"36932",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"36981",3,2,2,0,"week  3","no_prob","2",0,"US"
"37001",3,4,2,0,"week  3","prob_email","2",0,"US"
"37081",3,4,2,0,"week  3","prob_email","2",0,"US"
"3713",3,5,2,0,"week  3","prob_email","2",0,"US"
"3716",3,5,2,0,"week  3","prob_email","2",0,"US"
"37171",3,3,2,0,"week  3","no_prob","2",0,"US"
"3720",3,6,2,0,"week  3","rel_prob_email","2",0,"US"
"37241",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"37271",3,6,2,0,"week  3","rel_prob_email","2",0,"US"
"37281",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"37301",3,6,2,0,"week  3","rel_prob_email","2",0,"US"
"37341",3,3,2,0,"week  3","no_prob","2",0,"US"
"37371",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"37381",3,6,2,0,"week  3","rel_prob_email","2",0,"US"
"3741",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"37423",3,6,2,0,"week  3","rel_prob_email","2",0,"US"
"37432",3,4,2,0,"week  3","prob_email","2",0,"US"
"3745",3,4,2,0,"week  3","prob_email","2",0,"US"
"37481",3,5,2,0,"week  3","prob_email","2",0,"US"
"37532",3,1,2,0,"week  3","no_email","2",0,"US"
"3754",3,5,2,0,"week  3","prob_email","2",0,"US"
"37561",3,4,2,0,"week  3","prob_email","2",0,"US"
"3757",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"3760",3,5,2,0,"week  3","prob_email","2",0,"US"
"37622",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"3764",3,6,2,0,"week  3","rel_prob_email","2",0,"US"
"37651",3,6,2,0,"week  3","rel_prob_email","2",0,"US"
"37791",3,3,2,0,"week  3","no_prob","2",0,"US"
"3783",3,5,2,0,"week  3","prob_email","2",0,"US"
"3785",3,2,2,0,"week  3","no_prob","2",0,"US"
"3788",3,5,2,0,"week  3","prob_email","2",0,"US"
"37923",3,6,2,0,"week  3","rel_prob_email","2",0,"US"
"37931",3,5,2,0,"week  3","prob_email","2",0,"US"
"37951",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"37982",3,5,2,0,"week  3","prob_email","2",0,"US"
"37991",3,5,2,0,"week  3","prob_email","2",0,"US"
"3801",3,4,2,0,"week  3","prob_email","2",0,"US"
"3809",3,4,2,0,"week  3","prob_email","2",0,"US"
"38111",3,3,2,0,"week  3","no_prob","2",0,"US"
"38201",3,1,2,0,"week  3","no_email","2",0,"US"
"3822",3,5,2,0,"week  3","prob_email","2",0,"US"
"38251",3,4,2,0,"week  3","prob_email","2",0,"US"
"38262",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"38281",3,3,2,0,"week  3","no_prob","2",0,"US"
"38351",3,5,2,0,"week  3","prob_email","2",0,"US"
"38362",3,2,2,0,"week  3","no_prob","2",0,"US"
"3837",3,2,2,0,"week  3","no_prob","2",0,"US"
"38421",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"38482",3,6,2,0,"week  3","rel_prob_email","2",0,"US"
"3849",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"38531",3,2,2,0,"week  3","no_prob","2",0,"US"
"3857",3,3,2,0,"week  3","no_prob","2",0,"US"
"38611",3,2,2,0,"week  3","no_prob","2",0,"US"
"38621",3,4,2,0,"week  3","prob_email","2",0,"US"
"38631",3,1,2,0,"week  3","no_email","2",0,"US"
"3865",3,2,2,0,"week  3","no_prob","2",0,"US"
"38681",3,4,2,0,"week  3","prob_email","2",0,"US"
"38711",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"38781",3,1,2,0,"week  3","no_email","2",0,"US"
"3879",3,4,2,0,"week  3","prob_email","2",0,"US"
"3883",3,6,2,0,"week  3","rel_prob_email","2",0,"US"
"38851",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"38881",3,3,2,0,"week  3","no_prob","2",0,"US"
"38951",3,3,2,0,"week  3","no_prob","2",0,"US"
"38971",3,2,2,0,"week  3","no_prob","2",0,"US"
"38982",3,3,2,0,"week  3","no_prob","2",0,"US"
"3904",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"39051",3,6,2,0,"week  3","rel_prob_email","2",0,"US"
"39061",3,6,2,0,"week  3","rel_prob_email","2",0,"US"
"39071",3,2,2,0,"week  3","no_prob","2",0,"US"
"39082",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"39101",3,1,2,0,"week  3","no_email","2",0,"US"
"3911",3,6,2,0,"week  3","rel_prob_email","2",0,"US"
"39141",3,3,2,0,"week  3","no_prob","2",0,"US"
"3915",3,2,2,0,"week  3","no_prob","2",0,"US"
"39161",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"39202",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"3921",3,3,2,0,"week  3","no_prob","2",0,"US"
"3922",3,1,2,0,"week  3","no_email","2",0,"US"
"3926",3,2,2,0,"week  3","no_prob","2",0,"US"
"3928",3,4,2,0,"week  3","prob_email","2",0,"US"
"3931",3,5,2,0,"week  3","prob_email","2",0,"US"
"39451",3,5,2,0,"week  3","prob_email","2",0,"US"
"39461",3,1,2,0,"week  3","no_email","2",0,"US"
"39542",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"39581",3,3,2,0,"week  3","no_prob","2",0,"US"
"39641",3,5,2,0,"week  3","prob_email","2",0,"US"
"39672",3,5,2,0,"week  3","prob_email","2",0,"US"
"3975",3,3,2,0,"week  3","no_prob","2",0,"US"
"3976",3,3,2,0,"week  3","no_prob","2",0,"US"
"39772",3,1,2,0,"week  3","no_email","2",0,"US"
"3978",3,1,2,0,"week  3","no_email","2",0,"US"
"3979",3,4,2,0,"week  3","prob_email","2",0,"US"
"39812",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"39821",3,1,2,0,"week  3","no_email","2",0,"US"
"3984",3,3,2,0,"week  3","no_prob","2",0,"US"
"39851",3,2,2,0,"week  3","no_prob","2",0,"US"
"3986",3,3,2,0,"week  3","no_prob","2",0,"US"
"39921",3,3,2,0,"week  3","no_prob","2",0,"US"
"3999",3,6,2,0,"week  3","rel_prob_email","2",0,"US"
"4001",3,3,2,0,"week  3","no_prob","2",0,"US"
"4006",3,3,2,0,"week  3","no_prob","2",0,"US"
"4009",3,6,2,0,"week  3","rel_prob_email","2",0,"US"
"4010",3,2,2,0,"week  3","no_prob","2",0,"US"
"4017",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"4029",3,2,2,0,"week  3","no_prob","2",0,"US"
"4030",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"4031",3,3,2,0,"week  3","no_prob","2",0,"US"
"4039",3,4,2,0,"week  3","prob_email","2",0,"US"
"4040",3,2,2,0,"week  3","no_prob","2",0,"US"
"4042",3,2,2,0,"week  3","no_prob","2",0,"US"
"4046",3,1,2,0,"week  3","no_email","2",0,"US"
"4050",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"4052",3,1,2,0,"week  3","no_email","2",0,"US"
"4056",3,1,2,0,"week  3","no_email","2",0,"US"
"4060",3,3,2,0,"week  3","no_prob","2",0,"US"
"40611",3,7,2,0,"week  3","rel_prob_email","2",0,"US"
"4062",3,1,2,0,"week  3","no_email","2",0,"US"
"4064",3,1,2,0,"week  3","no_email","2",0,"US"
"4065",3,5,2,0,"week  3","prob_email","2",0,"US"
"4067",3,1,2,0,"week  3","no_email","2",0,"US"
"4072",3,4,2,0,"week  3","prob_email","2",0,"US"
"4074",3,5,2,0,"week  3","prob_email","2",0,"US"
"4079",3,5,2,0,"week  3","prob_email","2",0,"US"
"4080",3,4,2,0,"week  3","prob_email","2",0,"US"
"14",1,2,3,0,"week  1","no_prob","3",0,"US"
"24",1,2,3,216,"week  1","no_prob","3",1,"US"
"5",1,5,3,0,"week  1","prob_email","3",0,"US"
"7",1,3,3,0,"week  1","no_prob","3",0,"US"
"125",1,7,3,0,"week  1","rel_prob_email","3",0,"US"
"1753",1,4,3,0,"week  1","prob_email","3",0,"US"
"256",1,2,3,272,"week  1","no_prob","3",1,"US"
"278",1,5,3,0,"week  1","prob_email","3",0,"US"
"28",1,6,3,28,"week  1","rel_prob_email","3",1,"US"
"2928",1,5,3,0,"week  1","prob_email","3",0,"US"
"31",1,5,3,0,"week  1","prob_email","3",0,"US"
"32",1,1,3,0,"week  1","no_email","3",0,"US"
"3520",1,3,3,88,"week  1","no_prob","3",1,"US"
"368",1,2,3,189,"week  1","no_prob","3",1,"US"
"388",1,2,3,132,"week  1","no_prob","3",1,"US"
"476",1,2,3,0,"week  1","no_prob","3",0,"US"
"487",1,2,3,433,"week  1","no_prob","3",1,"US"
"492",1,3,3,0,"week  1","no_prob","3",0,"US"
"506",1,1,3,300,"week  1","no_email","3",1,"US"
"537",1,3,3,70,"week  1","no_prob","3",1,"US"
"652",1,7,3,172,"week  1","rel_prob_email","3",1,"US"
"767",1,4,3,12,"week  1","prob_email","3",1,"US"
"7710",1,3,3,0,"week  1","no_prob","3",0,"US"
"7910",1,5,3,0,"week  1","prob_email","3",0,"US"
"82",1,4,3,0,"week  1","prob_email","3",0,"US"
"8310",1,1,3,0,"week  1","no_email","3",0,"US"
"9312",1,4,3,0,"week  1","prob_email","3",0,"US"
"957",1,5,3,0,"week  1","prob_email","3",0,"US"
"10710",1,5,3,0,"week  1","prob_email","3",0,"US"
"1134",1,4,3,444,"week  1","prob_email","3",1,"US"
"11410",1,1,3,146,"week  1","no_email","3",1,"US"
"12110",1,7,3,0,"week  1","rel_prob_email","3",0,"US"
"12410",1,3,3,0,"week  1","no_prob","3",0,"US"
"12810",1,5,3,324,"week  1","prob_email","3",1,"US"
"1317",1,6,3,72,"week  1","rel_prob_email","3",1,"US"
"1349",1,6,3,0,"week  1","rel_prob_email","3",0,"US"
"1414",1,2,3,0,"week  1","no_prob","3",0,"US"
"1424",1,2,3,0,"week  1","no_prob","3",0,"US"
"144",1,3,3,62,"week  1","no_prob","3",1,"US"
"14810",1,2,3,358,"week  1","no_prob","3",1,"US"
"14910",1,4,3,44,"week  1","prob_email","3",1,"US"
"15110",1,5,3,74,"week  1","prob_email","3",1,"US"
"15210",1,6,3,0,"week  1","rel_prob_email","3",0,"US"
"169",1,3,3,0,"week  1","no_prob","3",0,"US"
"17010",1,3,3,376,"week  1","no_prob","3",1,"US"
"172",1,2,3,120,"week  1","no_prob","3",1,"US"
"17410",1,7,3,0,"week  1","rel_prob_email","3",0,"US"
"175",1,3,3,0,"week  1","no_prob","3",0,"US"
"1782",1,5,3,0,"week  1","prob_email","3",0,"US"
"1823",1,4,3,0,"week  1","prob_email","3",0,"US"
"1879",1,4,3,0,"week  1","prob_email","3",0,"US"
"18810",1,6,3,0,"week  1","rel_prob_email","3",0,"US"
"19110",1,3,3,0,"week  1","no_prob","3",0,"US"
"19213",1,1,3,0,"week  1","no_email","3",0,"US"
"19510",1,2,3,124,"week  1","no_prob","3",1,"US"
"20110",1,7,3,0,"week  1","rel_prob_email","3",0,"US"
"20412",1,6,3,0,"week  1","rel_prob_email","3",0,"US"
"2086",1,6,3,279,"week  1","rel_prob_email","3",1,"US"
"20912",1,2,3,320,"week  1","no_prob","3",1,"US"
"2106",1,1,3,0,"week  1","no_email","3",0,"US"
"21210",1,1,3,524,"week  1","no_email","3",1,"US"
"2186",1,5,3,0,"week  1","prob_email","3",0,"US"
"21914",1,5,3,36,"week  1","prob_email","3",1,"US"
"22510",1,4,3,0,"week  1","prob_email","3",0,"US"
"22710",1,2,3,0,"week  1","no_prob","3",0,"US"
"2282",1,4,3,0,"week  1","prob_email","3",0,"US"
"22910",1,3,3,4,"week  1","no_prob","3",1,"US"
"2337",1,1,3,32,"week  1","no_email","3",1,"US"
"23510",1,3,3,0,"week  1","no_prob","3",0,"US"
"23610",1,1,3,289,"week  1","no_email","3",1,"US"
"238",1,2,3,0,"week  1","no_prob","3",0,"US"
"2395",1,4,3,0,"week  1","prob_email","3",0,"US"
"25011",1,6,3,76,"week  1","rel_prob_email","3",1,"US"
"2544",1,7,3,12,"week  1","rel_prob_email","3",1,"US"
"25510",1,6,3,0,"week  1","rel_prob_email","3",0,"US"
"25811",1,7,3,436,"week  1","rel_prob_email","3",1,"US"
"26210",1,2,3,0,"week  1","no_prob","3",0,"US"
"26311",1,3,3,8,"week  1","no_prob","3",1,"US"
"26512",1,7,3,0,"week  1","rel_prob_email","3",0,"US"
"2682",1,2,3,0,"week  1","no_prob","3",0,"US"
"2694",1,7,3,1028,"week  1","rel_prob_email","3",1,"US"
"27010",1,3,3,0,"week  1","no_prob","3",0,"US"
"2711",1,3,3,0,"week  1","no_prob","3",0,"US"
"27312",1,2,3,0,"week  1","no_prob","3",0,"US"
"2747",1,6,3,0,"week  1","rel_prob_email","3",0,"US"
"2755",1,3,3,260,"week  1","no_prob","3",1,"US"
"27610",1,4,3,0,"week  1","prob_email","3",0,"US"
"27710",1,1,3,352,"week  1","no_email","3",1,"US"
"28110",1,6,3,4,"week  1","rel_prob_email","3",1,"US"
"28310",1,6,3,0,"week  1","rel_prob_email","3",0,"US"
"28510",1,3,3,16,"week  1","no_prob","3",1,"US"
"2875",1,1,3,0,"week  1","no_email","3",0,"US"
"2892",1,7,3,148,"week  1","rel_prob_email","3",1,"US"
"2907",1,1,3,4,"week  1","no_email","3",1,"US"
"29510",1,2,3,0,"week  1","no_prob","3",0,"US"
"29613",1,7,3,0,"week  1","rel_prob_email","3",0,"US"
"3046",1,6,3,130,"week  1","rel_prob_email","3",1,"US"
"3067",1,3,3,146,"week  1","no_prob","3",1,"US"
"3082",1,2,3,450,"week  1","no_prob","3",1,"US"
"31010",1,6,3,116,"week  1","rel_prob_email","3",1,"US"
"320",1,3,3,156,"week  1","no_prob","3",1,"US"
"3246",1,3,3,0,"week  1","no_prob","3",0,"US"
"32511",1,5,3,0,"week  1","prob_email","3",0,"US"
"33012",1,1,3,0,"week  1","no_email","3",0,"US"
"33110",1,3,3,0,"week  1","no_prob","3",0,"US"
"3328",1,3,3,450,"week  1","no_prob","3",1,"US"
"3335",1,2,3,0,"week  1","no_prob","3",0,"US"
"3383",1,6,3,28,"week  1","rel_prob_email","3",1,"US"
"34510",1,6,3,0,"week  1","rel_prob_email","3",0,"US"
"3546",1,7,3,248,"week  1","rel_prob_email","3",1,"US"
"35810",1,7,3,0,"week  1","rel_prob_email","3",0,"US"
"3624",1,3,3,0,"week  1","no_prob","3",0,"US"
"36610",1,1,3,0,"week  1","no_email","3",0,"US"
"369",1,6,3,0,"week  1","rel_prob_email","3",0,"US"
"3705",1,1,3,28,"week  1","no_email","3",1,"US"
"3758",1,3,3,0,"week  1","no_prob","3",0,"US"
"37910",1,5,3,88,"week  1","prob_email","3",1,"US"
"3829",1,5,3,208,"week  1","prob_email","3",1,"US"
"38510",1,4,3,84,"week  1","prob_email","3",1,"US"
"3866",1,3,3,12,"week  1","no_prob","3",1,"US"
"3927",1,2,3,124,"week  1","no_prob","3",1,"US"
"3961",1,1,3,0,"week  1","no_email","3",0,"US"
"401",1,7,3,16,"week  1","rel_prob_email","3",1,"US"
"4043",1,6,3,0,"week  1","rel_prob_email","3",0,"US"
"4142",1,4,3,0,"week  1","prob_email","3",0,"US"
"4232",1,6,3,0,"week  1","rel_prob_email","3",0,"US"
"425",1,6,3,0,"week  1","rel_prob_email","3",0,"US"
"4264",1,6,3,0,"week  1","rel_prob_email","3",0,"US"
"4272",1,2,3,0,"week  1","no_prob","3",0,"US"
"4283",1,3,3,96,"week  1","no_prob","3",1,"US"
"4342",1,2,3,0,"week  1","no_prob","3",0,"US"
"4362",1,1,3,272,"week  1","no_email","3",1,"US"
"4434",1,7,3,0,"week  1","rel_prob_email","3",0,"US"
"444",1,7,3,0,"week  1","rel_prob_email","3",0,"US"
