"","week","treatment_id","experiment","click_sum","week_fac","prob_based","exp_factor","click_ind","country"
"30501",3,1,3,36,"week  3","no_email","3",1,"US"
"30522",3,2,3,32,"week  3","no_prob","3",1,"US"
"30553",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"30572",3,3,3,16,"week  3","no_prob","3",1,"US"
"30602",3,3,3,0,"week  3","no_prob","3",0,"US"
"30613",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"30621",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"30633",3,4,3,0,"week  3","prob_email","3",0,"US"
"30652",3,6,3,676,"week  3","rel_prob_email","3",1,"US"
"30671",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"30731",3,3,3,0,"week  3","no_prob","3",0,"US"
"30761",3,6,3,4,"week  3","rel_prob_email","3",1,"US"
"30791",3,4,3,0,"week  3","prob_email","3",0,"US"
"30821",3,2,3,0,"week  3","no_prob","3",0,"US"
"30853",3,5,3,0,"week  3","prob_email","3",0,"US"
"30901",3,3,3,0,"week  3","no_prob","3",0,"US"
"30912",3,1,3,0,"week  3","no_email","3",0,"US"
"30924",3,1,3,64,"week  3","no_email","3",1,"US"
"30932",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"30952",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"30963",3,7,3,56,"week  3","rel_prob_email","3",1,"US"
"30974",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"30981",3,1,3,0,"week  3","no_email","3",0,"US"
"30991",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"31022",3,3,3,0,"week  3","no_prob","3",0,"US"
"31062",3,4,3,0,"week  3","prob_email","3",0,"US"
"31122",3,1,3,78,"week  3","no_email","3",1,"US"
"31142",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"31152",3,2,3,0,"week  3","no_prob","3",0,"US"
"31172",3,2,3,0,"week  3","no_prob","3",0,"US"
"31182",3,1,3,4,"week  3","no_email","3",1,"US"
"31233",3,4,3,36,"week  3","prob_email","3",1,"US"
"31242",3,4,3,0,"week  3","prob_email","3",0,"US"
"31252",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"31262",3,3,3,0,"week  3","no_prob","3",0,"US"
"31353",3,3,3,0,"week  3","no_prob","3",0,"US"
"31443",3,3,3,0,"week  3","no_prob","3",0,"US"
"31492",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"31561",3,5,3,0,"week  3","prob_email","3",0,"US"
"31585",3,1,3,0,"week  3","no_email","3",0,"US"
"31611",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"31651",3,4,3,8,"week  3","prob_email","3",1,"US"
"31661",3,4,3,0,"week  3","prob_email","3",0,"US"
"31883",3,1,3,0,"week  3","no_email","3",0,"US"
"31931",3,5,3,0,"week  3","prob_email","3",0,"US"
"31944",3,1,3,0,"week  3","no_email","3",0,"US"
"31972",3,6,3,178,"week  3","rel_prob_email","3",1,"US"
"32031",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"3209",3,4,3,0,"week  3","prob_email","3",0,"US"
"32132",3,2,3,0,"week  3","no_prob","3",0,"US"
"32151",3,3,3,429,"week  3","no_prob","3",1,"US"
"32163",3,1,3,0,"week  3","no_email","3",0,"US"
"32193",3,3,3,94,"week  3","no_prob","3",1,"US"
"32224",3,2,3,0,"week  3","no_prob","3",0,"US"
"32252",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"32281",3,3,3,0,"week  3","no_prob","3",0,"US"
"32291",3,2,3,0,"week  3","no_prob","3",0,"US"
"32313",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"32321",3,2,3,0,"week  3","no_prob","3",0,"US"
"32362",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"32383",3,5,3,0,"week  3","prob_email","3",0,"US"
"32391",3,2,3,0,"week  3","no_prob","3",0,"US"
"32452",3,2,3,0,"week  3","no_prob","3",0,"US"
"32515",3,5,3,0,"week  3","prob_email","3",0,"US"
"32523",3,1,3,0,"week  3","no_email","3",0,"US"
"32561",3,1,3,16,"week  3","no_email","3",1,"US"
"32572",3,1,3,0,"week  3","no_email","3",0,"US"
"32581",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"3260",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"32612",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"32721",3,1,3,0,"week  3","no_email","3",0,"US"
"32731",3,3,3,8,"week  3","no_prob","3",1,"US"
"32754",3,2,3,0,"week  3","no_prob","3",0,"US"
"32762",3,1,3,0,"week  3","no_email","3",0,"US"
"3283",3,3,3,0,"week  3","no_prob","3",0,"US"
"32863",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"32911",3,1,3,0,"week  3","no_email","3",0,"US"
"32951",3,2,3,41,"week  3","no_prob","3",1,"US"
"32964",3,1,3,0,"week  3","no_email","3",0,"US"
"3298",3,4,3,0,"week  3","prob_email","3",0,"US"
"33022",3,2,3,0,"week  3","no_prob","3",0,"US"
"33032",3,5,3,0,"week  3","prob_email","3",0,"US"
"33051",3,1,3,72,"week  3","no_email","3",1,"US"
"33081",3,5,3,0,"week  3","prob_email","3",0,"US"
"33092",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"33111",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"33142",3,4,3,0,"week  3","prob_email","3",0,"US"
"33183",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"33201",3,5,3,208,"week  3","prob_email","3",1,"US"
"33212",3,3,3,0,"week  3","no_prob","3",0,"US"
"33241",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"33273",3,3,3,0,"week  3","no_prob","3",0,"US"
"33362",3,4,3,0,"week  3","prob_email","3",0,"US"
"33492",3,6,3,20,"week  3","rel_prob_email","3",1,"US"
"33543",3,1,3,0,"week  3","no_email","3",0,"US"
"33561",3,4,3,20,"week  3","prob_email","3",1,"US"
"33572",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"33581",3,4,3,0,"week  3","prob_email","3",0,"US"
"33652",3,4,3,0,"week  3","prob_email","3",0,"US"
"33673",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"33723",3,2,3,0,"week  3","no_prob","3",0,"US"
"33751",3,1,3,0,"week  3","no_email","3",0,"US"
"33764",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"33773",3,5,3,0,"week  3","prob_email","3",0,"US"
"33851",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"33872",3,5,3,0,"week  3","prob_email","3",0,"US"
"33922",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"34002",3,2,3,0,"week  3","no_prob","3",0,"US"
"34022",3,2,3,0,"week  3","no_prob","3",0,"US"
"34031",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"34103",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"34132",3,4,3,0,"week  3","prob_email","3",0,"US"
"34204",3,5,3,0,"week  3","prob_email","3",0,"US"
"34283",3,5,3,0,"week  3","prob_email","3",0,"US"
"34305",3,5,3,0,"week  3","prob_email","3",0,"US"
"34313",3,3,3,0,"week  3","no_prob","3",0,"US"
"34322",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"34351",3,2,3,0,"week  3","no_prob","3",0,"US"
"34391",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"34432",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"34442",3,4,3,0,"week  3","prob_email","3",0,"US"
"34491",3,5,3,0,"week  3","prob_email","3",0,"US"
"34523",3,3,3,0,"week  3","no_prob","3",0,"US"
"34533",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"34542",3,3,3,0,"week  3","no_prob","3",0,"US"
"34551",3,3,3,0,"week  3","no_prob","3",0,"US"
"34632",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"34641",3,4,3,0,"week  3","prob_email","3",0,"US"
"34651",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"34663",3,5,3,0,"week  3","prob_email","3",0,"US"
"34681",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"34743",3,2,3,0,"week  3","no_prob","3",0,"US"
"34752",3,3,3,104,"week  3","no_prob","3",1,"US"
"34881",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"34893",3,4,3,24,"week  3","prob_email","3",1,"US"
"34942",3,5,3,0,"week  3","prob_email","3",0,"US"
"3495",3,4,3,0,"week  3","prob_email","3",0,"US"
"34981",3,5,3,0,"week  3","prob_email","3",0,"US"
"3505",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"35063",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"35242",3,5,3,36,"week  3","prob_email","3",1,"US"
"35301",3,4,3,0,"week  3","prob_email","3",0,"US"
"35351",3,1,3,0,"week  3","no_email","3",0,"US"
"35362",3,1,3,0,"week  3","no_email","3",0,"US"
"35381",3,3,3,0,"week  3","no_prob","3",0,"US"
"35412",3,7,3,128,"week  3","rel_prob_email","3",1,"US"
"35451",3,2,3,0,"week  3","no_prob","3",0,"US"
"35505",3,2,3,12,"week  3","no_prob","3",1,"US"
"35512",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"35542",3,2,3,0,"week  3","no_prob","3",0,"US"
"35551",3,5,3,0,"week  3","prob_email","3",0,"US"
"35572",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"35582",3,4,3,0,"week  3","prob_email","3",0,"US"
"35591",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"35651",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"35723",3,4,3,0,"week  3","prob_email","3",0,"US"
"35753",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"35764",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"35781",3,3,3,0,"week  3","no_prob","3",0,"US"
"35813",3,5,3,0,"week  3","prob_email","3",0,"US"
"35823",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"35833",3,4,3,0,"week  3","prob_email","3",0,"US"
"35842",3,4,3,0,"week  3","prob_email","3",0,"US"
"35863",3,4,3,0,"week  3","prob_email","3",0,"US"
"35881",3,4,3,0,"week  3","prob_email","3",0,"US"
"35912",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"35922",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"35941",3,3,3,0,"week  3","no_prob","3",0,"US"
"35973",3,5,3,0,"week  3","prob_email","3",0,"US"
"35981",3,3,3,0,"week  3","no_prob","3",0,"US"
"35993",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"3600",3,2,3,0,"week  3","no_prob","3",0,"US"
"36033",3,5,3,0,"week  3","prob_email","3",0,"US"
"36042",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"36121",3,4,3,0,"week  3","prob_email","3",0,"US"
"36153",3,3,3,0,"week  3","no_prob","3",0,"US"
"36194",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"36255",3,5,3,0,"week  3","prob_email","3",0,"US"
"36261",3,5,3,0,"week  3","prob_email","3",0,"US"
"36301",3,4,3,0,"week  3","prob_email","3",0,"US"
"36341",3,5,3,0,"week  3","prob_email","3",0,"US"
"36373",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"36411",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"36453",3,4,3,0,"week  3","prob_email","3",0,"US"
"36462",3,1,3,0,"week  3","no_email","3",0,"US"
"36472",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"36562",3,2,3,0,"week  3","no_prob","3",0,"US"
"36582",3,3,3,0,"week  3","no_prob","3",0,"US"
"36601",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"36613",3,3,3,0,"week  3","no_prob","3",0,"US"
"36651",3,2,3,0,"week  3","no_prob","3",0,"US"
"36663",3,1,3,0,"week  3","no_email","3",0,"US"
"36674",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"36691",3,5,3,0,"week  3","prob_email","3",0,"US"
"36712",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"36732",3,5,3,0,"week  3","prob_email","3",0,"US"
"36751",3,1,3,0,"week  3","no_email","3",0,"US"
"36764",3,4,3,0,"week  3","prob_email","3",0,"US"
"36773",3,5,3,0,"week  3","prob_email","3",0,"US"
"36781",3,1,3,0,"week  3","no_email","3",0,"US"
"36804",3,4,3,0,"week  3","prob_email","3",0,"US"
"36823",3,5,3,0,"week  3","prob_email","3",0,"US"
"3684",3,5,3,0,"week  3","prob_email","3",0,"US"
"36893",3,4,3,0,"week  3","prob_email","3",0,"US"
"36984",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"36993",3,5,3,0,"week  3","prob_email","3",0,"US"
"37022",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"37083",3,5,3,0,"week  3","prob_email","3",0,"US"
"37121",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"37132",3,5,3,0,"week  3","prob_email","3",0,"US"
"37173",3,3,3,0,"week  3","no_prob","3",0,"US"
"37181",3,2,3,0,"week  3","no_prob","3",0,"US"
"37202",3,2,3,0,"week  3","no_prob","3",0,"US"
"37261",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"37272",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"37283",3,3,3,0,"week  3","no_prob","3",0,"US"
"37343",3,2,3,0,"week  3","no_prob","3",0,"US"
"37351",3,5,3,0,"week  3","prob_email","3",0,"US"
"37373",3,2,3,0,"week  3","no_prob","3",0,"US"
"37382",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"37433",3,5,3,0,"week  3","prob_email","3",0,"US"
"37441",3,1,3,0,"week  3","no_email","3",0,"US"
"37502",3,1,3,0,"week  3","no_email","3",0,"US"
"37542",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"37551",3,2,3,0,"week  3","no_prob","3",0,"US"
"37624",3,3,3,0,"week  3","no_prob","3",0,"US"
"37633",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"37671",3,5,3,0,"week  3","prob_email","3",0,"US"
"37682",3,2,3,0,"week  3","no_prob","3",0,"US"
"37692",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"37712",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"37723",3,3,3,0,"week  3","no_prob","3",0,"US"
"37811",3,1,3,0,"week  3","no_email","3",0,"US"
"37832",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"3787",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"37882",3,4,3,0,"week  3","prob_email","3",0,"US"
"37924",3,5,3,0,"week  3","prob_email","3",0,"US"
"37932",3,1,3,0,"week  3","no_email","3",0,"US"
"37953",3,1,3,0,"week  3","no_email","3",0,"US"
"37972",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"38012",3,4,3,0,"week  3","prob_email","3",0,"US"
"38023",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"38053",3,4,3,0,"week  3","prob_email","3",0,"US"
"38084",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"38113",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"38182",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"38252",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"38271",3,4,3,0,"week  3","prob_email","3",0,"US"
"38291",3,4,3,0,"week  3","prob_email","3",0,"US"
"38301",3,2,3,0,"week  3","no_prob","3",0,"US"
"38371",3,3,3,0,"week  3","no_prob","3",0,"US"
"3839",3,4,3,0,"week  3","prob_email","3",0,"US"
"38411",3,1,3,0,"week  3","no_email","3",0,"US"
"38452",3,5,3,0,"week  3","prob_email","3",0,"US"
"38464",3,2,3,0,"week  3","no_prob","3",0,"US"
"38501",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"38553",3,3,3,0,"week  3","no_prob","3",0,"US"
"38561",3,4,3,0,"week  3","prob_email","3",0,"US"
"38642",3,4,3,0,"week  3","prob_email","3",0,"US"
"38653",3,4,3,0,"week  3","prob_email","3",0,"US"
"38671",3,3,3,0,"week  3","no_prob","3",0,"US"
"38682",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"38701",3,1,3,0,"week  3","no_email","3",0,"US"
"3872",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"38782",3,5,3,0,"week  3","prob_email","3",0,"US"
"38811",3,5,3,0,"week  3","prob_email","3",0,"US"
"38821",3,1,3,0,"week  3","no_email","3",0,"US"
"38832",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"38853",3,3,3,0,"week  3","no_prob","3",0,"US"
"38884",3,5,3,0,"week  3","prob_email","3",0,"US"
"38922",3,3,3,0,"week  3","no_prob","3",0,"US"
"38932",3,1,3,0,"week  3","no_email","3",0,"US"
"38983",3,2,3,0,"week  3","no_prob","3",0,"US"
"39103",3,1,3,0,"week  3","no_email","3",0,"US"
"39112",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"39131",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"39223",3,1,3,0,"week  3","no_email","3",0,"US"
"39232",3,4,3,0,"week  3","prob_email","3",0,"US"
"39251",3,2,3,0,"week  3","no_prob","3",0,"US"
"39281",3,2,3,0,"week  3","no_prob","3",0,"US"
"3932",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"3933",3,5,3,0,"week  3","prob_email","3",0,"US"
"3937",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"39421",3,3,3,0,"week  3","no_prob","3",0,"US"
"39453",3,3,3,0,"week  3","no_prob","3",0,"US"
"39533",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"39544",3,2,3,0,"week  3","no_prob","3",0,"US"
"39582",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"39632",3,4,3,0,"week  3","prob_email","3",0,"US"
"39674",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"39681",3,2,3,0,"week  3","no_prob","3",0,"US"
"39732",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"39774",3,4,3,0,"week  3","prob_email","3",0,"US"
"39792",3,5,3,0,"week  3","prob_email","3",0,"US"
"39802",3,5,3,0,"week  3","prob_email","3",0,"US"
"39862",3,4,3,0,"week  3","prob_email","3",0,"US"
"39922",3,2,3,0,"week  3","no_prob","3",0,"US"
"39931",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"39961",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"3998",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"4000",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"40011",3,2,3,0,"week  3","no_prob","3",0,"US"
"40021",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"40061",3,2,3,0,"week  3","no_prob","3",0,"US"
"4008",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"4011",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"40121",3,3,3,0,"week  3","no_prob","3",0,"US"
"40172",3,4,3,0,"week  3","prob_email","3",0,"US"
"4025",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"40261",3,2,3,0,"week  3","no_prob","3",0,"US"
"40301",3,1,3,0,"week  3","no_email","3",0,"US"
"40351",3,3,3,0,"week  3","no_prob","3",0,"US"
"40381",3,3,3,0,"week  3","no_prob","3",0,"US"
"40401",3,5,3,0,"week  3","prob_email","3",0,"US"
"4044",3,2,3,0,"week  3","no_prob","3",0,"US"
"40471",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"4049",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"40511",3,2,3,0,"week  3","no_prob","3",0,"US"
"40521",3,2,3,0,"week  3","no_prob","3",0,"US"
"40571",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"40613",3,2,3,0,"week  3","no_prob","3",0,"US"
"4066",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"4070",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"40781",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"40801",3,2,3,0,"week  3","no_prob","3",0,"US"
"40811",3,1,3,0,"week  3","no_email","3",0,"US"
"4082",3,4,3,0,"week  3","prob_email","3",0,"US"
"4084",3,5,3,0,"week  3","prob_email","3",0,"US"
"4085",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"4086",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"4087",3,3,3,0,"week  3","no_prob","3",0,"US"
"40881",3,4,3,0,"week  3","prob_email","3",0,"US"
"40941",3,3,3,0,"week  3","no_prob","3",0,"US"
"40971",3,3,3,0,"week  3","no_prob","3",0,"US"
"4098",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"4100",3,4,3,0,"week  3","prob_email","3",0,"US"
"4102",3,2,3,0,"week  3","no_prob","3",0,"US"
"4107",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"41121",3,2,3,0,"week  3","no_prob","3",0,"US"
"4113",3,3,3,0,"week  3","no_prob","3",0,"US"
"41151",3,4,3,0,"week  3","prob_email","3",0,"US"
"4117",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"41181",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"4119",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"4121",3,4,3,0,"week  3","prob_email","3",0,"US"
"41271",3,1,3,0,"week  3","no_email","3",0,"US"
"4134",3,2,3,0,"week  3","no_prob","3",0,"US"
"4135",3,4,3,0,"week  3","prob_email","3",0,"US"
"4136",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"4140",3,2,3,0,"week  3","no_prob","3",0,"US"
"41421",3,4,3,0,"week  3","prob_email","3",0,"US"
"41511",3,3,3,0,"week  3","no_prob","3",0,"US"
"4153",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"41541",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"41621",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"41631",3,2,3,0,"week  3","no_prob","3",0,"US"
"41671",3,3,3,0,"week  3","no_prob","3",0,"US"
"4168",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"4169",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"4172",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"4176",3,5,3,0,"week  3","prob_email","3",0,"US"
"4178",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"41821",3,2,3,0,"week  3","no_prob","3",0,"US"
"4184",3,2,3,0,"week  3","no_prob","3",0,"US"
"4185",3,5,3,0,"week  3","prob_email","3",0,"US"
"41871",3,6,3,0,"week  3","rel_prob_email","3",0,"US"
"41911",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"4207",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"42111",3,3,3,0,"week  3","no_prob","3",0,"US"
"42121",3,4,3,0,"week  3","prob_email","3",0,"US"
"42211",3,1,3,0,"week  3","no_email","3",0,"US"
"4226",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"4229",3,3,3,0,"week  3","no_prob","3",0,"US"
"42321",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"4233",3,3,3,0,"week  3","no_prob","3",0,"US"
"4234",3,7,3,0,"week  3","rel_prob_email","3",0,"US"
"4238",3,2,3,0,"week  3","no_prob","3",0,"US"
"4240",3,2,3,0,"week  3","no_prob","3",0,"US"
"1083",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"11100",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"12102",1,1,4,122,"week  1","no_email","4",1,"US"
"205",1,1,4,0,"week  1","no_email","4",0,"US"
"2419",1,2,4,74,"week  1","no_prob","4",1,"US"
"2724",1,2,4,0,"week  1","no_prob","4",0,"US"
"30100",1,5,4,0,"week  1","prob_email","4",0,"US"
"31100",1,2,4,0,"week  1","no_prob","4",0,"US"
"334",1,3,4,0,"week  1","no_prob","4",0,"US"
"3990",1,3,4,8,"week  1","no_prob","4",1,"US"
"4114",1,1,4,0,"week  1","no_email","4",0,"US"
"4313",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"4410",1,5,4,0,"week  1","prob_email","4",0,"US"
"4510",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"4614",1,4,4,92,"week  1","prob_email","4",1,"US"
"478",1,4,4,0,"week  1","prob_email","4",0,"US"
"493",1,2,4,0,"week  1","no_prob","4",0,"US"
"5510",1,4,4,0,"week  1","prob_email","4",0,"US"
"5613",1,1,4,0,"week  1","no_email","4",0,"US"
"5710",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"6110",1,2,4,0,"week  1","no_prob","4",0,"US"
"6410",1,2,4,0,"week  1","no_prob","4",0,"US"
"6916",1,1,4,0,"week  1","no_email","4",0,"US"
"789",1,1,4,8,"week  1","no_email","4",1,"US"
"7915",1,2,4,0,"week  1","no_prob","4",0,"US"
"8016",1,4,4,4,"week  1","prob_email","4",1,"US"
"8410",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"8512",1,5,4,0,"week  1","prob_email","4",0,"US"
"8613",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"9210",1,6,4,53,"week  1","rel_prob_email","4",1,"US"
"9612",1,1,4,0,"week  1","no_email","4",0,"US"
"9712",1,4,4,0,"week  1","prob_email","4",0,"US"
"9812",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"10214",1,5,4,0,"week  1","prob_email","4",0,"US"
"11114",1,3,4,76,"week  1","no_prob","4",1,"US"
"11510",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"12412",1,5,4,0,"week  1","prob_email","4",0,"US"
"12910",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"13110",1,1,4,0,"week  1","no_email","4",0,"US"
"13213",1,5,4,0,"week  1","prob_email","4",0,"US"
"13413",1,5,4,336,"week  1","prob_email","4",1,"US"
"13610",1,1,4,0,"week  1","no_email","4",0,"US"
"14610",1,5,4,0,"week  1","prob_email","4",0,"US"
"15114",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"15217",1,4,4,0,"week  1","prob_email","4",0,"US"
"1538",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"1543",1,4,4,0,"week  1","prob_email","4",0,"US"
"15510",1,1,4,0,"week  1","no_email","4",0,"US"
"15610",1,4,4,32,"week  1","prob_email","4",1,"US"
"16810",1,3,4,0,"week  1","no_prob","4",0,"US"
"17712",1,3,4,0,"week  1","no_prob","4",0,"US"
"17913",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"18014",1,6,4,8,"week  1","rel_prob_email","4",1,"US"
"18112",1,1,4,152,"week  1","no_email","4",1,"US"
"18713",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"18916",1,1,4,0,"week  1","no_email","4",0,"US"
"19010",1,4,4,296,"week  1","prob_email","4",1,"US"
"19418",1,5,4,32,"week  1","prob_email","4",1,"US"
"19515",1,4,4,24,"week  1","prob_email","4",1,"US"
"19712",1,7,4,136,"week  1","rel_prob_email","4",1,"US"
"19913",1,1,4,0,"week  1","no_email","4",0,"US"
"20010",1,1,4,0,"week  1","no_email","4",0,"US"
"20114",1,4,4,12,"week  1","prob_email","4",1,"US"
"20610",1,6,4,0,"week  1","rel_prob_email","4",0,"US"
"20914",1,2,4,35,"week  1","no_prob","4",1,"US"
"21010",1,5,4,0,"week  1","prob_email","4",0,"US"
"21213",1,2,4,0,"week  1","no_prob","4",0,"US"
"21313",1,7,4,0,"week  1","rel_prob_email","4",0,"US"
"21610",1,4,4,164,"week  1","prob_email","4",1,"US"
"21810",1,2,4,323,"week  1","no_prob","4",1,"US"
"22512",1,2,4,0,"week  1","no_prob","4",0,"US"
"22712",1,5,4,0,"week  1","prob_email","4",0,"US"
"23014",1,6,4,168,"week  1","rel_prob_email","4",1,"US"
"23210",1,3,4,0,"week  1","no_prob","4",0,"US"
